SUB_NO_Prifix,Cell_ID_Risk_area,Cloned_IMEI_Flag,BN_Unsuccessful_IDD_Call,BN_IDD_SMS,IS_FRAUD,,,
944142,Yes,Not_Cloned,0,0,0,,,
944140,Yes,Not_Cloned,0,0,0,,,
948415,Yes,Not_Cloned,0,0,0,,,
912808,Yes,Not_Cloned,0,0,0,,,
929150,Yes,Not_Cloned,0,0,0,,,
944112,Yes,Not_Cloned,0,0,0,,,
944121,Yes,Not_Cloned,0,0,0,,,
468318,Yes,Not_Cloned,0,0,0,,,
911116,Yes,Not_Cloned,0,0,0,,,
912617,Yes,Not_Cloned,0,0,0,,,
118431,Yes,Not_Cloned,0,0,0,,,
929292,Yes,Not_Cloned,0,0,0,,,
588615,Yes,Not_Cloned,0,0,0,,,
944104,Yes,Not_Cloned,0,0,0,,,
348481,Yes,Not_Cloned,0,0,0,,,
588111,Yes,Not_Cloned,0,0,0,,,
228110,Yes,Not_Cloned,0,0,0,,,
118604,Yes,Not_Cloned,0,0,0,,,
118268,Yes,Not_Cloned,0,0,0,,,
578989,Yes,Cloned,0,0,0,,,
118504,Yes,Not_Cloned,0,1,0,,,
338511,Yes,Not_Cloned,0,0,0,,,
118112,Yes,Not_Cloned,0,0,0,,,
944053,Yes,Not_Cloned,0,0,0,,,
118125,Yes,Not_Cloned,0,0,0,,,
118634,Yes,Not_Cloned,0,0,0,,,
944117,Yes,Not_Cloned,0,0,0,,,
958067,Yes,Not_Cloned,0,0,0,,,
118882,Yes,Not_Cloned,0,0,0,,,
944054,Yes,Not_Cloned,0,0,0,,,
118117,Yes,Not_Cloned,0,0,0,,,
118628,Yes,Not_Cloned,0,0,0,,,
944113,Yes,Not_Cloned,0,0,0,,,
911540,Yes,Not_Cloned,0,0,0,,,
911040,Yes,Not_Cloned,0,0,0,,,
913419,Yes,Not_Cloned,0,0,0,,,
578617,Yes,Not_Cloned,0,0,0,,,
588997,Yes,Not_Cloned,0,0,0,,,
588780,Yes,Not_Cloned,0,0,0,,,
118232,Yes,Cloned,0,0,0,,,
934997,Yes,Not_Cloned,0,0,0,,,
911605,Yes,Not_Cloned,0,0,0,,,
944132,Yes,Not_Cloned,0,0,0,,,
912609,Yes,Not_Cloned,0,0,0,,,
912603,Yes,Cloned,0,31,0,,,
911961,Yes,Not_Cloned,0,0,0,,,
944138,Yes,Not_Cloned,0,0,0,,,
911690,Yes,Not_Cloned,0,0,0,,,
966941,Yes,Not_Cloned,0,0,0,,,
932090,Yes,Not_Cloned,0,0,0,,,
912282,Yes,Not_Cloned,0,0,0,,,
258664,Yes,Not_Cloned,0,0,0,,,
118760,Yes,Not_Cloned,0,0,0,,,
468241,Yes,Not_Cloned,0,0,0,,,
911604,Yes,Not_Cloned,0,0,0,,,
348480,Yes,Not_Cloned,0,0,0,,,
911374,Yes,Not_Cloned,0,0,0,,,
468207,Yes,Not_Cloned,0,0,0,,,
944099,Yes,Not_Cloned,0,0,0,,,
588921,Yes,Not_Cloned,0,0,0,,,
911623,Yes,Cloned,0,0,0,,,
929164,Yes,Not_Cloned,0,0,0,,,
944155,Yes,Not_Cloned,0,0,0,,,
911413,Yes,Not_Cloned,0,0,0,,,
911054,Yes,Not_Cloned,0,0,0,,,
468208,Yes,Cloned,0,0,0,,,
929154,Yes,Not_Cloned,0,0,0,,,
985200,Yes,Not_Cloned,0,0,0,,,
929160,Yes,Not_Cloned,0,0,0,,,
911629,Yes,Not_Cloned,0,0,0,,,
118775,Yes,Not_Cloned,0,0,0,,,
588203,Yes,Not_Cloned,0,0,0,,,
118211,Yes,Not_Cloned,0,0,0,,,
929154,Yes,Not_Cloned,0,0,0,,,
468108,Yes,Not_Cloned,0,0,0,,,
468250,Yes,Not_Cloned,0,0,0,,,
118658,Yes,Not_Cloned,1,0,0,,,
118456,Yes,Not_Cloned,0,0,0,,,
478549,Yes,Not_Cloned,0,0,0,,,
348448,Yes,Not_Cloned,0,0,0,,,
348407,Yes,Cloned,0,0,0,,,
118281,Yes,Not_Cloned,0,0,0,,,
944113,Yes,Not_Cloned,0,0,0,,,
912665,Yes,Cloned,0,0,0,,,
228640,Yes,Not_Cloned,0,0,0,,,
348745,Yes,Cloned,0,0,0,,,
944067,No,Not_Cloned,0,0,0,,,
929169,No,Not_Cloned,0,0,0,,,
944135,No,Not_Cloned,0,0,0,,,
118711,No,Not_Cloned,0,0,0,,,
478117,No,Not_Cloned,0,0,0,,,
118404,No,Not_Cloned,0,0,0,,,
118587,No,Not_Cloned,0,0,0,,,
118839,No,Not_Cloned,0,0,0,,,
118404,No,Not_Cloned,0,1,0,,,
468102,No,Not_Cloned,0,0,0,,,
911151,No,Not_Cloned,0,0,0,,,
118657,Yes,Not_Cloned,0,0,0,,,
118380,No,Not_Cloned,0,0,0,,,
118389,No,Not_Cloned,3,0,0,,,
578988,No,Not_Cloned,0,0,0,,,
118426,yes,Not_Cloned,0,0,0,,,
338552,yes,Not_Cloned,0,0,0,,,
478907,yes,Not_Cloned,0,0,0,,,
228312,No,Not_Cloned,0,0,0,,,
118519,No,Not_Cloned,0,0,0,,,
118248,No,Not_Cloned,2,0,0,,,
118843,No,Not_Cloned,0,0,0,,,
929164,No,Not_Cloned,0,0,0,,,
944255,No,Not_Cloned,0,0,0,,,
